[pagerank] reading airports from data/airports.txt
[pagerank] read 5740 aiports with IATA code
[pagerank] reading routes from data/routes.txt
[pagerank] read 68292 routes with IATA codes
[pagerank] computing pagerank
[pagerank] printing pagerank results: (pagerank, airport name)
(0.00013563799527307132 : Kenmore Air Harbor Inc Seaplane Base, United States)
(0.00013534657113804636 : Rochambeau, French Guiana)
(0.0001350036549430826 : Auvergne, France)
(0.00013484096219619555 : Hamilton, Canada)
(0.00013478966619189645 : Playa del Carmen Airport, Mexico)
(0.00013478966619189645 : Kratie Airport, Cambodia)
(0.00013466099191294882 : Birsa Munda, India)
(0.00013460526006271606 : Qikiqtarjuaq, Canada)
(0.00013458907808337124 : Sary-Arka, Kazakhstan)
(0.00013456028438880855 : Mukhino, Russia)
(0.00013453973938084887 : Deline, Canada)
(0.00013444613972965388 : Cape Dorset, Canada)
(0.00013427326371526186 : Thorne Bay Seaplane Base, United States)
(0.00013402065190027236 : Daniel Z Romualdez, Philippines)
(0.00013394207755575545 : Friedrichshafen, Germany)
(0.00013378468677615243 : Apartadó Airport, Colombia)
(0.00013376135397962232 : Sidney-Richland Municipal Airport, United States)
(0.00013367666593638397 : Yasuj Airport, Iran)
(0.0001332381575913752 : Julia Creek Airport, Australia)
(0.00013322561138652347 : Tupelo Regional Airport, United States)
(0.00013303059959266113 : Henry E Rohlsen, Virgin Islands)
(0.0001328983820706867 : Nabire, Indonesia)
(0.00013283615300839667 : Amritsar, India)
(0.0001327774723963673 : Petersburg James A. Johnson, United States)
(0.00013269748949110112 : Fakarava, French Polynesia)
(0.00013269748949110112 : Manihi, French Polynesia)
(0.00013269748949110112 : Mataiva, French Polynesia)
(0.00013263571238610172 : Samos, Greece)
(0.00013263059882424644 : Gondar, Ethiopia)
(0.0001326233911572102 : General Francisco J Mujica Intl, Mexico)
(0.00013252951932513763 : Kalgoorlie Boulder, Australia)
(0.00013239594046597473 : Fort St John, Canada)
(0.0001322253863171911 : Trabzon, Turkey)
(0.0001321457263242115 : Capitan Nicolas Rojas, Bolivia)
(0.000132120895415713 : Lubumbashi Intl, Congo (Kinshasa))
(0.0001320425836064459 : Fak Fak, Indonesia)
(0.00013200330291402053 : Rotorua, New Zealand)
(0.0001318944605474153 : Rapid City Regional Airport, United States)
(0.0001318327405982098 : Saint Barthelemy, France)
(0.00013180768867007727 : Karmoy, Norway)
(0.0001316516074214104 : Karpathos, Greece)
(0.0001316278419421664 : Robert L Bradshaw, Saint Kitts and Nevis)
(0.00013156479575835087 : Mutiara, Indonesia)
(0.00013152512034078073 : Sebha, Libya)
(0.00013150113810231795 : Monterey Peninsula, United States)
(0.00013116921906984532 : Yining Airport, China)
(0.00013110783849946828 : Zaragoza Ab, Spain)
(0.00013098347652248937 : Sauce Viejo, Argentina)
(0.00013085371369088265 : Araguaina Airport, Brazil)
(0.0001308359584591097 : Mt. Fuji Shizuoka Airport, Japan)
(0.00013081061429748685 : Ministro Victor Konder Intl, Brazil)
(0.00013067753390631518 : Lawas Airport, Malaysia)
(0.00013065519742888422 : Bonaventure Airport, Canada)
(0.0001303083025158366 : Scammon Bay Airport, United States)
(0.00013020153597341974 : Huangyan Luqiao Airport, China)
(0.0001301649167926828 : Rubem Berta, Brazil)
(0.0001301268204194574 : Sandakan, Malaysia)
(0.0001300820298260068 : Ipota Airport, Vanuatu)
(0.0001300820298260068 : Futuna Airport, Vanuatu)
(0.0001300820298260068 : Dillon's Bay Airport, Vanuatu)
(0.0001300820298260068 : Aniwa Airport, Vanuatu)
(0.0001300820298260068 : Anelghowhat Airport, Vanuatu)
(0.00013002353503063034 : Boa Vista, Brazil)
(0.00012992323447298632 : Great Falls Intl, United States)
(0.00012991382977316067 : Jining Airport , China)
(0.00012984920952297844 : Ras Al Khaimah Intl, United Arab Emirates)
(0.00012976180862295234 : Vilhena, Brazil)
(0.00012970103343167008 : Moses Kilangin, Indonesia)
(0.00012937808041707676 : Rivesaltes, France)
(0.00012922862319277622 : Palmas, Brazil)
(0.000129165842725466 : Tawau, Malaysia)
(0.00012907727312851572 : Hughenden Airport, Australia)
(0.00012906115956920494 : Greater Moncton Intl, Canada)
(0.00012890327266393265 : Senador Nilo Coelho, Brazil)
(0.00012865453562434408 : Sultan Iskandarmuda, Indonesia)
(0.00012864520841880976 : Capital City Airport, United States)
(0.00012857890504987067 : Point Lay Lrrs, United States)
(0.00012856761679095924 : Livingstone, Zambia)
(0.00012856379219518144 : Wrangell Airport, United States)
(0.00012856221263472586 : Aurukun Airport, Australia)
(0.00012834761540269295 : Ust Kamenogorsk Airport, Kazakhstan)
(0.00012817331093588848 : Taif, Saudi Arabia)
(0.00012813598341297365 : Eduardo Falla Solano, Colombia)
(0.00012811627936034538 : Essen HBF, Germany)
(0.0001279035579747803 : Yeager, United States)
(0.0001277959094235268 : Frank Wiley Field, United States)
(0.0001277959094235268 : Chadron Municipal Airport, United States)
(0.0001277822511192997 : Osnova International Airport, Ukraine)
(0.00012770855593117753 : Igiugig Airport, United States)
(0.00012770855593117753 : Pilot Point Airport, United States)
(0.00012768293738308126 : Rigolet Airport, Canada)
(0.00012766250480327198 : Hamilton, New Zealand)
(0.00012766250480327198 : Nelson, New Zealand)
(0.00012757236563272525 : Sanday Airport, United Kingdom)
(0.00012757236563272525 : Stronsay Airport, United Kingdom)
(0.00012739234563368892 : Falconara, Italy)
(0.00012734830083171547 : Angads, Morocco)
(0.00012730724504536318 : Turany, Czech Republic)
(0.0001272987159194403 : Nanping Wuyishan Airport, China)
(0.00012725352978414401 : Hat Yai Intl, Thailand)
(0.00012712498675360818 : Khanty Mansiysk Airport, Russia)
(0.00012703651660332603 : Tatalina Lrrs, United States)
(0.00012672368182775845 : Sisimiut Airport, Greenland)
(0.00012672368182775845 : Maniitsoq Airport, Greenland)
(0.0001264679529494408 : Jasionka, Poland)
(0.00012646684352694113 : Diamantino Airport, Brazil)
(0.0001264611624510063 : Svolvær Helle Airport, Norway)
(0.00012634793457855353 : Bratsk, Russia)
(0.00012617843487395177 : Nadym Airport, Russia)
(0.00012592967097083956 : Platinum, United States)
(0.00012574283004558075 : Clovis Muni, United States)
(0.00012562627913702894 : Belep Islands Airport, New Caledonia)
(0.00012556802837262776 : Rimatara, French Polynesia)
(0.00012556802837262776 : Foshan, China)
(0.0001255517629625392 : Dodge City Regional Airport, United States)
(0.0001252371885291745 : Akita, Japan)
(0.00012506002908533483 : Fort Nelson, Canada)
(0.0001249968056320378 : Western Nebraska Regional Airport, United States)
(0.0001249968056320378 : McCook Regional Airport, United States)
(0.00012494136930573613 : Kabri Dehar Airport, Ethiopia)
(0.00012494136930573613 : Gode Airport, Ethiopia)
(0.00012489554552413533 : Orlando Bezerra de Menezes Airport, Brazil)
(0.00012482349233804813 : Port Blair, India)
(0.00012482046040319608 : Trenton Mercer, United States)
(0.00012462085334331632 : Ji-Paraná Airport, Brazil)
(0.00012459531190082008 : Ganja Airport, Azerbaijan)
(0.00012456984291007994 : Confresa Airport, Brazil)
(0.00012447467619329953 : General Francisco Javier Mina Intl, Mexico)
(0.00012425324992703263 : Lubbock Preston Smith Intl, United States)
(0.00012424405842786012 : Trichy, India)
(0.0001241595490339535 : Multan Intl, Pakistan)
(0.0001241275174378849 : A Coruna, Spain)
(0.0001241111062629768 : Gelendzik, Russia)
(0.0001240800614030999 : Southwest Bay Airport, Vanuatu)
(0.0001240800614030999 : Lamap Airport, Vanuatu)
(0.00012400968290440516 : Seymour, Ecuador)
(0.00012400915657972687 : Manzhouli, China)
(0.00012394749054229318 : Albany Airport, Australia)
(0.00012394749054229318 : Inverell, Australia)
(0.00012389594007959062 : Midland Intl, United States)
(0.0001238473037195463 : Borongan Airport, Philippines)
(0.00012368037345120595 : Nagoya Airport, Japan)
(0.00012365811036906777 : General Santos International Airport, Philippines)
(0.00012353309367086715 : Cincinnati Muni Lunken Fld, United States)
(0.00012334299630940192 : Røssvoll Airport, Norway)
(0.00012320669919080036 : Atlantic City Intl, United States)
(0.00012319699590457027 : Broken Hill Airport, Australia)
(0.00012316236490312 : Ixtapa Zihuatanejo Intl, Mexico)
(0.00012308478406397236 : Campbell River, Canada)
(0.00012299365044487977 : Bronnoy, Norway)
(0.0001228790405060575 : Vanimo Airport, Papua New Guinea)
(0.00012281137369162475 : Balmaceda, Chile)
(0.00012269161870888403 : Abel Santamaria, Cuba)
(0.00012267082046155475 : Aswan Intl, Egypt)
(0.00012262512158431254 : Grise Fiord Airport, Canada)
(0.0001224563069218896 : Silchar, India)
(0.00012233140037797043 : Ganzhou Airport, China)
(0.00012224884766066612 : Juwata, Indonesia)
(0.00012205882898262498 : Normanton Airport, Australia)
(0.00012199619126899661 : Appleton, United States)
(0.00012189143984744222 : Port Menier, Canada)
(0.0001218828745009463 : Kallax, Sweden)
(0.00012152849191797984 : Oita, Japan)
(0.00012132456485779318 : Allakaket Airport, United States)
(0.00012124718001951023 : Bagotville, Canada)
(0.00012124705381395962 : Cassidy Intl, Kiribati)
(0.00012114220845641558 : Lugano, Switzerland)
(0.00012099442659053594 : Tabuk, Saudi Arabia)
(0.00012081657565512383 : Aktyubinsk, Kazakhstan)
(0.00012067477311984873 : Roma Airport, Australia)
(0.0001205936222885014 : Flores, Portugal)
(0.00012054726377419804 : Andenes, Norway)
(0.00012052147585009783 : Morondava, Madagascar)
(0.00012046344159567668 : Sloulin Fld Intl, United States)
(0.00012043453112090474 : Sorkjosen Airport, Norway)
(0.00012022719864436993 : Salvaza, France)
(0.00012020879257800918 : Ely Airport, United States)
(0.00012020162094539797 : Shubuling Airport, China)
(0.00012015794704999166 : Uromiyeh Airport, Iran)
(0.00012007954998627682 : Ogoki Post Airport, Canada)
(0.00011991420703542055 : Red Devil Airport, United States)
(0.00011974610726046202 : Maquehue, Chile)
(0.0001197329017550821 : Central Illinois Rgnl, United States)
(0.00011943240875545814 : Mallam Aminu Intl, Nigeria)
(0.00011920977397923026 : Fascene, Madagascar)
(0.00011910730589032956 : Shymkent, Kazakhstan)
(0.00011908692356982955 : Williams Lake, Canada)
(0.00011907888796127875 : Datong Airport, China)
(0.00011892449802145655 : Groote Eylandt Airport, Australia)
(0.00011892449802145655 : Gove Airport, Australia)
(0.00011887489076279674 : Blackpool, United Kingdom)
(0.0001188552842116033 : Chifeng Airport, China)
(0.00011884788252471072 : Cibao Intl, Dominican Republic)
(0.00011883491267964488 : Glacier Park Intl, United States)
(0.00011872433297841567 : Zhanjiang Airport, China)
(0.0001186472345670833 : Quinhagak Airport, United States)
(0.00011862192720496262 : Coffs Harbour, Australia)
(0.00011831959650312981 : Belgorod International Airport, Russia)
(0.00011831344851520018 : Hay River, Canada)
(0.0001181908098601635 : Krabi, Thailand)
(0.0001181316564095556 : Cabo Velas Airport, Costa Rica)
(0.00011803807025992837 : Santa Fe Muni, United States)
(0.00011800971387396806 : Nosara, Costa Rica)
(0.00011796884407485226 : Geraldton Greenstone Regional, Canada)
(0.0001178487225304479 : Chertovitskoye, Russia)
(0.00011777445327657152 : Westray Airport, United Kingdom)
(0.00011777445327657152 : North Ronaldsay Airport, United Kingdom)
(0.00011745137036078273 : Breves Airport, Brazil)
(0.00011745061192865194 : Oshawa Airport, Canada)
(0.00011743370244829045 : Yakutat, United States)
(0.00011740839619961501 : Kingman Airport, United States)
(0.0001172508397842534 : Kerman, Iran)
(0.00011715366662725669 : Roberts Fld, United States)
(0.00011701168546229956 : Mutiara Ii, Indonesia)
(0.00011691498872167044 : Vigo, Spain)
(0.00011687119102692868 : Aitutaki, Cook Islands)
(0.00011686610842421271 : Pelotas, Brazil)
(0.00011677173182477826 : Pescara, Italy)
(0.00011669478307168858 : Wynyard Airport, Australia)
(0.00011649571967021504 : Ballina Byron Gateway, Australia)
(0.00011643740654257601 : Umea, Sweden)
(0.00011643458759190167 : San Bernardino International Airport, United States)
(0.00011639907650923351 : Gladstone Airport, Australia)
(0.00011636492000629786 : Kopitnari, Georgia)
(0.00011635613373035526 : Cayo Coco Airport, Cuba)
(0.00011623529957713795 : Pichoy, Chile)
(0.00011620190511859694 : Palonegro, Colombia)
(0.00011612756230641997 : Raivavae Airport, French Polynesia)
(0.00011609514621247592 : Ndjamena Hassan Djamous, Chad)
(0.00011608649297451394 : Long Apung Airport, Indonesia)
(0.00011608649297451394 : Persian Gulf Airport, Iran)
(0.00011605280948330563 : Francisco De Orellana, Ecuador)
(0.00011585511901390616 : Dibrugarh Airport, India)
(0.00011584381283167046 : Kengtung, Burma)
(0.0001158393181366636 : Ahe Airport, French Polynesia)
(0.00011574017020983277 : Longyan Airport, China)
(0.00011573261492914052 : Macapa, Brazil)
(0.00011564143292768337 : Huslia Airport, United States)
(0.00011558377407338449 : Exuma Intl, Bahamas)
(0.00011556204487704722 : Coen Airport, Australia)
(0.00011547480761104117 : Antsirabato, Madagascar)
(0.00011546610524082347 : Redencao Airport, Brazil)
(0.00011543547665873758 : Sault Ste Marie, Canada)
(0.00011543023104311836 : Sukkur, Pakistan)
(0.0001152123036443667 : Hoonah Airport, United States)
(0.0001152123036443667 : Klawock Seaplane Base, United States)
(0.00011517584036282011 : Marshall Islands Intl, Marshall Islands)
(0.00011510015081549093 : Gumrak, Russia)
(0.00011507757144623499 : Sumburgh, United Kingdom)
(0.00011504395085578795 : Pueblo Memorial, United States)
(0.00011490762024815728 : Chuuk Intl, Micronesia)
(0.0001148861393345197 : Munster Osnabruck, Germany)
(0.00011478088030434129 : East London, South Africa)
(0.00011475808607491128 : Taupo, New Zealand)
(0.00011475808607491128 : Wanganui, New Zealand)
(0.00011469103058319042 : Valan, Norway)
(0.0001144738538416034 : Iasi, Romania)
(0.00011442153362893385 : Terrace, Canada)
(0.00011433673514787668 : Torreon Intl, Mexico)
(0.00011429921269989673 : Noatak Airport, United States)
(0.00011429921269989673 : Brevig Mission Airport, United States)
(0.00011412149855146526 : Jesus Teran Intl, Mexico)
(0.00011404012203542124 : Chicago Rockford International Airport , United States)
(0.00011395829666520959 : Tambolaka Airport, Indonesia)
(0.00011389935230811163 : Vilankulo, Mozambique)
(0.00011375437340414621 : Tjilik Riwut, Indonesia)
(0.00011369991966828015 : Taiz Intl, Yemen)
(0.00011346965338727235 : Memanbetsu, Japan)
(0.00011343090362865685 : Amaury Feitosa Tomaz Airport, Brazil)
(0.00011341961175871384 : Healy River Airport, United States)
(0.00011327365988829879 : Bahias De Huatulco Intl, Mexico)
(0.0001132062521834651 : Tallahassee Rgnl, United States)
(0.00011308229818679634 : Sainte Marie, Madagascar)
(0.00011304446732857217 : Wanxian Airport, China)
(0.00011289683631402655 : Angel Albino Corzo, Mexico)
(0.0001128827846576791 : Sunshine Coast, Australia)
(0.0001128064179312144 : Luoyang Airport, China)
(0.00011264111498242287 : Kenai Muni, United States)
(0.00011264111498242287 : Valdez Pioneer Fld, United States)
(0.00011260258456229243 : Wallblake, Anguilla)
(0.00011254263021981445 : Bangui M Poko, Central African Republic)
(0.00011238118718219424 : Lampedusa, Italy)
(0.000112376061007058 : Havre Saint-Pierre Airport, Canada)
(0.00011235624634320474 : Idaho Falls Rgnl, United States)
(0.00011230783000191229 : North Platte Regional Airport Lee Bird Field, United States)
(0.0001122616033351817 : Mariscal Lamar, Ecuador)
(0.00011216824149289174 : North Eleuthera, Bahamas)
(0.00011214755284025102 : Galcaio Airport, Somalia)
(0.00011210882529750056 : Worland Municipal Airport, United States)
(0.0001120808085289738 : Atiu Island Airport, Cook Islands)
(0.00011189316555528122 : Yancheng Airport, China)
(0.00011182466344215552 : Kasane, Botswana)
(0.00011181829386081171 : Nulato Airport, United States)
(0.00011181829386081171 : Coffman Cove Seaplane Base, United States)
(0.00011181452759701139 : Turbat International Airport, Pakistan)
(0.00011172416664330624 : Major Brigadeiro Trompowsky, Brazil)
(0.00011169234325297266 : Jingdezhen Airport, China)
(0.0001115887218089441 : Salalah, Oman)
(0.00011111059773773214 : Changzhi Airport, China)
(0.00011076608454549146 : Maturin, Venezuela)
(0.0001106936463354138 : Hilo Intl, United States)
(0.00011065397449306663 : Shreveport Rgnl, United States)
(0.00011061375046835037 : Elcho Island Airport, Australia)
(0.00011061375046835037 : Milingimbi Airport, Australia)
(0.00011054913926840269 : Long Lellang Airport, Malaysia)
(0.00011054913926840269 : Long Seridan Airport, Malaysia)
(0.00011054913926840269 : Bario Airport, Malaysia)
(0.00011054913926840269 : Long Akah Airport, Malaysia)
(0.00011052751842051105 : Gainesville Rgnl, United States)
(0.00011042921537808136 : Aizawl, India)
(0.00011041548731587527 : Jing Gang Shan Airport, China)
(0.00011035911711989938 : Sarasota Bradenton Intl, United States)
(0.0001103573663914725 : Godofredo P, Philippines)
(0.0001103573663914725 : Butuan, Philippines)
(0.0001103573663914725 : Ozamis, Philippines)
(0.00011028388231291571 : Svartnes Airport, Norway)
(0.00010960183170247895 : Valley Intl, United States)
(0.00010957324257454528 : Sogndal Airport, Norway)
(0.00010949121919986164 : Toyama, Japan)
(0.00010941690285067867 : Sao Pedro, Cape Verde)
(0.00010927176567993056 : Røst Airport, Norway)
(0.00010914706892694732 : La Palma, Spain)
(0.00010913043967672617 : Ayers Rock, Australia)
(0.00010911554815100637 : Huron Rgnl, United States)
(0.0001090768168009469 : Pakse, Laos)
(0.0001090225747470061 : Jiayuguan Airport, China)
(0.00010894276288457061 : Jalaluddin, Indonesia)
(0.00010888144532481635 : Newport News Williamsburg Intl, United States)
(0.00010887501813697833 : El Calafate, Argentina)
(0.00010885590993491058 : Yacuiba, Bolivia)
(0.00010879677486124393 : Whitehorse Intl, Canada)
(0.00010873878866288049 : Padre Aldamiz, Peru)
(0.00010865902238861503 : Jacqueline Cochran Regional Airport, United States)
(0.00010847902690105971 : Capitán Av. Selin Zeitun Lopez Airport, Bolivia)
(0.00010837821537531324 : Almirante Zar, Argentina)
(0.00010821516835024822 : Grand Junction Regional, United States)
(0.00010815636021199796 : Ängelholm-Helsingborg Airport, Sweden)
(0.00010814643439035771 : Sari Dasht E Naz Airport, Iran)
(0.00010808781646753054 : Latur Airport, India)
(0.00010806335992019441 : Aspen Pitkin County Sardy Field, United States)
(0.00010804930749425561 : Roberval, Canada)
(0.00010804252126836923 : Banak, Norway)
(0.00010786053655774996 : San Cristóbal Airport, Ecuador)
(0.00010769303168802121 : Altamira, Brazil)
(0.0001074805993888273 : Tenakee Seaplane Base, United States)
(0.0001074805993888273 : Pelican Seaplane Base, United States)
(0.00010743543016063913 : Oguzeli, Turkey)
(0.0001073942216149326 : Governador Valadares Airport, Brazil)
(0.00010728154649115218 : Fort Frances Municipal Airport, Canada)
(0.00010713135502929686 : Heilongjiang Mohe Airport, China)
(0.00010712508868709874 : Kushiro Airport, Japan)
(0.00010712331069229935 : Tri State Milton J Ferguson Field, United States)
(0.00010709937092592618 : Leros, Greece)
(0.00010700911994800249 : Merimbula Airport, Australia)
(0.00010697882770337642 : Cam Ranh Airport, Vietnam)
(0.00010694407879549759 : Drake Bay Airport, Costa Rica)
(0.00010694407879549759 : Tambor Airport, Costa Rica)
(0.00010686265154346218 : London, Canada)
(0.00010672353866717612 : Eday Airport, United Kingdom)
(0.00010670450346744991 : Teniente Benjamin Matienzo, Argentina)
(0.00010670450346744991 : San Juan, Argentina)
(0.00010670450346744991 : Capitan Corbeta C A Curbelo International Airport, Uruguay)
(0.00010652329288278153 : Gander Intl, Canada)
(0.00010646760319182853 : Wilkes Barre Scranton Intl, United States)
(0.00010646267660366448 : Charlottetown, Canada)
(0.0001063960483841317 : Ain Arnat Airport, Algeria)
(0.00010634412697908424 : Perales, Colombia)
(0.00010634412697908424 : Los Garzones, Colombia)
(0.00010632798703747237 : Poplar Hill Airport, Canada)
(0.00010630242383045595 : Vinh Airport, Vietnam)
(0.0001062863566429417 : Uytash, Russia)
(0.00010623523605776711 : Yenbo, Saudi Arabia)
(0.00010604554891769119 : Patos de Minas Airport, Brazil)
(0.0001059532252300627 : Kowanyama Airport, Australia)
(0.0001059532252300627 : Pormpuraaw Airport, Australia)
(0.00010590999180663909 : Puerto Carreno, Colombia)
(0.00010590999180663909 : Obando Airport, Colombia)
(0.00010587318874483768 : Batumi, Georgia)
(0.00010574020876398296 : Kapalua, United States)
(0.00010569024223292935 : Eelde, Netherlands)
(0.00010563564224525812 : Campo Alegre Airport, Brazil)
(0.0001055829852806987 : Bartolomeu Lisandro, Brazil)
(0.00010553332726360683 : Simon Bolivar, Colombia)
(0.00010548401417596624 : Araxos, Greece)
(0.0001052846438905328 : San Luis, Argentina)
(0.00010527729604753649 : Urgench Airport, Uzbekistan)
(0.00010526255410383163 : Victoria Falls Intl, Zimbabwe)
(0.00010525162233278283 : Mwanza, Tanzania)
(0.00010522034241738455 : Charles M Schulz Sonoma Co, United States)
(0.00010506405002442846 : Udon Thani, Thailand)
(0.00010494609797799773 : General Lucio Blanco Intl, Mexico)
(0.00010487522075225486 : Madurai, India)
(0.00010481614034777506 : Udaipur, India)
(0.00010479124939613388 : Takamatsu, Japan)
(0.00010475586573389295 : Palmar Sur, Costa Rica)
(0.00010470489747274788 : Kamloops, Canada)
(0.00010453661394935027 : Corvo Airport, Portugal)
(0.00010445907343612201 : In Salah, Algeria)
(0.00010441136123827328 : Playa De Oro Intl, Mexico)
(0.00010438897050736371 : Westerland Sylt, Germany)
(0.00010438667920583615 : Zenata, Algeria)
(0.00010432470762355395 : Niagara Falls Intl, United States)
(0.00010422844185064894 : Xoxocotlan Intl, Mexico)
(0.00010418904415933889 : Alitak Seaplane Base, United States)
(0.00010416025494321395 : Kochi, Japan)
(0.00010415400387850022 : Innsbruck, Austria)
(0.0001040794615489144 : Quesnel, Canada)
(0.00010405663314764645 : Dnipropetrovsk Intl, Ukraine)
(0.00010405306922792014 : Marcillac, France)
(0.00010398636141965574 : Cheddi Jagan Intl, Guyana)
(0.00010393397393562454 : Lar Airport, Iran)
(0.00010386478431361569 : Santa Rosa, Argentina)
(0.00010371283128153337 : Sinop Airport, Brazil)
(0.00010357872660165406 : Ukhta, Russia)
(0.00010357487842224747 : Charlottesville-Albemarle, United States)
(0.00010353813053981864 : Tuktoyaktuk, Canada)
(0.00010353813053981864 : Paulatuk, Canada)
(0.00010351085635071643 : Mc Allen Miller Intl, United States)
(0.00010339583088509205 : Lewiston Nez Perce Co, United States)
(0.00010329451020381301 : Illizi Takhamalt, Algeria)
(0.00010321273336148074 : Wolter Monginsidi, Indonesia)
(0.00010314824779936955 : Marina Di Campo, Italy)
(0.00010303342191861783 : William R Fairchild International Airport, United States)
(0.00010288522386447224 : Akureyri, Iceland)
(0.00010288522386447224 : Egilsstadir, Iceland)
(0.00010288522386447224 : Isafjordur, Iceland)
(0.00010282961713599541 : Ardabil Airport, Iran)
(0.0001027888833380487 : Sulaymaniyah International Airport, Iraq)
(0.00010269408060407646 : Stornoway, United Kingdom)
(0.00010262897803671591 : Arvidsjaur, Sweden)
(0.00010257875497426494 : Kruger Mpumalanga International Airport, South Africa)
(0.00010247093248774137 : Labasa Airport, Fiji)
(0.00010247093248774137 : Vunisea Airport, Fiji)
(0.00010246807707505276 : Zhoushan Airport, China)
(0.00010244663885287716 : Sialkot Airport, Pakistan)
(0.0001023767792451254 : North Whale Seaplane Base, United States)
(0.0001023767792451254 : Chignik Lake Airport, United States)
(0.00010232992727333243 : Quelimane, Mozambique)
(0.00010222821357123383 : Vieques Airport, Puerto Rico)
(0.00010222336201177208 : Allahabad, India)
(0.00010221366088664843 : Kagau Island Airport, Solomon Islands)
(0.00010221366088664843 : Ballalae Airport, Solomon Islands)
(0.00010221366088664843 : Santa Ana Airport, Solomon Islands)
(0.00010215254676695951 : Paro, Bhutan)
(0.00010208231472572633 : Leh, India)
(0.00010203154699840993 : Nain Airport, Canada)
(0.0001019354566455374 : Port Heiden Airport, United States)
(0.0001019354566455374 : Manokotak Airport, United States)
(0.0001019354566455374 : Egegik Airport, United States)
(0.0001019354566455374 : Chignik Lagoon Airport, United States)
(0.0001019354566455374 : South Naknek Airport, United States)
(0.00010192720048928867 : Fort Hope Airport, Canada)
(0.0001018823196774105 : Begishevo, Russia)
(0.00010186541554875895 : Goleniow, Poland)
(0.00010184694412913174 : Grafton Airport, Australia)
(0.00010173574846765043 : Fort Simpson, Canada)
(0.00010165828267995286 : Cocos Keeling Island Airport, Cocos (Keeling) Islands)
(0.00010154662746582908 : Capital City, United States)
(0.0001013231534439115 : Lubango, Angola)
(0.00010130474356255458 : Tame, Colombia)
(0.00010130474356255458 : La Chorrera Airport, Colombia)
(0.00010122981951386636 : New Plymouth, New Zealand)
(0.00010122981951386636 : Tauranga, New Zealand)
(0.00010122981951386636 : Woodbourne, New Zealand)
(0.00010122981951386636 : Napier, New Zealand)
(0.00010114749712679432 : Gulfport-Biloxi, United States)
(0.00010114482214217424 : Takotna Airport, United States)
(0.00010114482214217424 : Pilot Station Airport, United States)
(0.0001011216078098837 : Smithers, Canada)
(0.0001010664641342499 : Laredo Intl, United States)
(0.00010090560404101509 : Albury, Australia)
(0.00010084098608828463 : Annaba, Algeria)
(0.00010083756495043212 : Hermanos Serdan Intl, Mexico)
(0.00010074694420672882 : Yulin Airport, China)
(0.00010072400326198935 : Arenal Airport, Costa Rica)
(0.00010063201922317007 : Altai Airport, Mongolia)
(0.00010063201922317007 : Bayankhongor Airport, Mongolia)
(0.00010062719195291641 : Biratnagar, Nepal)
(0.00010062719195291641 : Tumling Tar, Nepal)
(0.00010062679877298047 : Bangor Intl, United States)
(0.0001006161877575827 : Sde Dov, Israel)
(0.00010057055227410575 : Aomori, Japan)
(0.00010053244238842427 : Heringsdorf Airport, Germany)
(0.00010047506918021902 : Yibin, China)
(0.00010044870123143256 : Sultan Thaha, Indonesia)
(0.00010043797599308621 : Depati Amir, Indonesia)
(0.00010042725075473985 : Radin Inten II (Branti) Airport, Indonesia)
(0.00010040361406651932 : Land's End / St. Just Airport, United Kingdom)
(0.00010035834128040552 : Turku, Finland)
(0.00010018669227868549 : Vias, France)
(0.00010018040346512091 : In Amenas, Algeria)
(0.00010009368235554421 : Tomsk Bogashevo Airport, Russia)
(9.999232889277643e-05 : Abaiang Atoll Airport, Kiribati)
(9.991882826386147e-05 : Zhob, Pakistan)
(9.984265080962656e-05 : Russian Mission Airport, United States)
(9.984265080962656e-05 : Achutupo Airport, Panama)
(9.979351774055099e-05 : Jiamusi Airport, China)
(9.97715906614005e-05 : Lanseria, South Africa)
(9.972357279038052e-05 : Dipolog, Philippines)
(9.967724222508983e-05 : Moranbah Airport, Australia)
(9.959781099613207e-05 : Xilinhot Airport, China)
(9.946375031223989e-05 : Amboseli Airport, Kenya)
(9.946375031223989e-05 : Marana Regional, United States)
(9.940263485696949e-05 : Hilversum Railway Station, Netherlands)
(9.91033258902721e-05 : Sechelt Aerodrome, Canada)
(9.908188699686709e-05 : Zweibruecken, Germany)
(9.908060754232914e-05 : Hovden, Norway)
(9.901509535255131e-05 : Camilo Daza, Colombia)
(9.898278144354583e-05 : Bloemfontein Intl, South Africa)
(9.895520074332861e-05 : Mazamet, France)
(9.87936829843562e-05 : Hodeidah Intl, Yemen)
(9.872272761917163e-05 : Grand Rapids Itasca County, United States)
(9.870956577348193e-05 : Qualicum Beach Airport, Canada)
(9.860496941079463e-05 : Hasvik, Norway)
(9.859107274919895e-05 : Pantelleria, Italy)
(9.842914201520311e-05 : Piedras Negras Intl, Mexico)
(9.833323487086044e-05 : Ignacio Agramonte Intl, Cuba)
(9.819397222569112e-05 : George, South Africa)
(9.817419040434482e-05 : Bathurst Airport, Australia)
(9.817419040434482e-05 : Griffith Airport, Australia)
(9.817419040434482e-05 : Narrandera Airport, Australia)
(9.817419040434482e-05 : Parkes Airport, Australia)
(9.817260228484637e-05 : Goroka, Papua New Guinea)
(9.801626281229648e-05 : Dubbo, Australia)
(9.796463847696261e-05 : Ryum Airport, Norway)
